id,nivel,tema,tipo,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta,explicacion,fuente
C2-PRO-0148,C2,Pronoms febles,test,Tria la substitució pronominal correcta.,Li donaré una còpia d’això.,La hi donaré una còpia.,Li’n donaré una còpia.,N’hi donaré una còpia.,C,A ell/ella + de la cosa: li’n.,Material original
C2-LEX-0194,C2,Lèxic,test,Tria l’equivalent més adequat.,reexit sense accent,reeixit,exitoso,eixit sempre,B,Reeixit significa que ha tingut èxit.,Material original
C2-REG-0286,C2,Registre i adequació,test,Tria l’opció més adequada per a un registre formal.,"No està mal, però fluixeja.",Açò no cola.,"Té sentit, però li falten proves.","L’argumentació és coherent, però no acredita prou les dades.",D,Registre C2: precisió i objectivitat.,Material original
C2-VOC-0385,C2,Vocabulari temàtic,test,Com diries “umbral” en valencià?,esmenar,ultrapassar,esmerçar,llindar,D,“umbral” correspon a “llindar”.,Material original
C2-ORT-0079,C2,Ortografia,test,Quina opció està escrita correctament?,exaustiu,exhaustiu,exhastiu,exhaustíu,B,Exhaustiu conserva la h culta.,Material original
C2-VOC-0394,C2,Vocabulari temàtic,test,Com diries “casi” en valencià?,gairebé,llindar,greuge,escrutini,A,“casi” correspon a “gairebé”.,Material original
C2-LEX-0197,C2,Lèxic,test,Tria l’equivalent més adequat.,rendir cuentas,retre compte,donar conte,rendir compte,B,Retre compte és locució formal.,Material original
C2-REG-0285,C2,Registre i adequació,test,Tria l’opció més adequada per a un registre formal.,Fem-ho i ja vorem.,"No ho tinc clar, la veritat.",Caldria ponderar els efectes abans d’implantar-la.,Ho hauríem de mirar bé abans de fer-ho.,C,L’opció formal és precisa i impersonal.,Material original
C2-SIN-0229,C2,Sintaxi i connectors,test,Podràs inscriure-t’hi ___ complisques els requisits.,sempre que,a condició de que,mentre que de,sempre i quan,A,Sempre que introdueix condició.,Material original
C2-PRO-0150,C2,Pronoms febles,test,Tria la substitució pronominal correcta.,Els explicaré això.,Els ho explicaré.,Ho els explicaré.,Els n’explicaré això.,B,A ells + això: els ho.,Material original
C2-COM-0307,C2,Comprensió escrita,test,"Text: La proposta de reforma és ambiciosa, però la seua viabilitat depén de factors que el document només apunta de manera tangencial: la disponibilitat pressupostària, la coordinació interadministrativa i la capacitat de seguiment. Sense aquests elements, el risc no és tant el fracàs immediat com una aplicació desigual i difícilment avaluable.

Què vol dir “de manera tangencial”?",De manera il·legal,De forma oral,De manera lateral o poc desenvolupada,De forma central i extensa,C,"Tangencial indica que es tracta de costat, no de forma central.",Material original
C2-LEX-0196,C2,Lèxic,test,Tria l’equivalent més adequat.,esguard,guardar,guardó,mirada,A,Esguard és mirada.,Material original
C2-PRE-0237,C2,Preposicions,test,Tinc dubtes ___ la validesa del document.,de,en,amb,a,A,Dubtes de/sobre; ací de és l’opció correcta.,Material original
C2-LEX-0195,C2,Lèxic,test,Tria l’equivalent més adequat.,brecha,bretxa sempre,escletxa,esquerda sempre,C,Escletxa és una obertura o diferència.,Material original
C2-VOC-0397,C2,Vocabulari temàtic,test,Com diries “evitar” en valencià?,fretura,defugir,gairebé,greuge,B,“evitar” correspon a “defugir”.,Material original
C2-LEX-0193,C2,Lèxic,test,Tria l’equivalent més adequat.,aspecte físic,caire,cariz,cara sempre,B,"Caire vol dir aspecte, orientació.",Material original
C2-FRA-0208,C2,Fraseologia,test,Tria la locució adequada.,a la vora,a l’atzar,després,a la bestreta,D,A la bestreta vol dir per endavant.,Material original
C2-VOC-0386,C2,Vocabulari temàtic,test,Com diries “agravio” en valencià?,ultrapassar,greuge,escrutini,besllum,B,“agravio” correspon a “greuge”.,Material original
C2-ORT-0078,C2,Ortografia,test,Quina opció està escrita correctament?,transcendensia,trascendència,transcendència,transcendéncia,C,Transcendència porta sc i accent obert.,Material original
C2-ACC-0035,C2,Accentuació i dièresi,test,Tria la forma escrita correctament.,reíficar,rèificar,reificar,reïficar,D,Reïficar porta dièresi per marcar hiat.,Material original
C2-VOC-0393,C2,Vocabulari temàtic,test,Com diries “necesidad o carencia” en valencià?,fretura,escrutini,palesar,tarannà,A,“necesidad o carencia” correspon a “fretura”.,Material original
C2-COR-0275,C2,Correcció d’errades,test,Corregeix: “S’ha de garantir de que totes les persones hi tinguen accés”.,S’ha de garantir que totes les persones hi tinguen accés.,S’ha de garantir de que totes les persones hi tinguen accés,La frase és correcta tal com està.,No cal cap canvi.,A,No introdueixes complement directe amb de que.,Material original
C2-VOC-0390,C2,Vocabulari temàtic,test,Com diries “tener éxito” en valencià?,esmerçar,reeixir,fretura,tarannà,B,“tener éxito” correspon a “reeixir”.,Material original
C2-LEX-0190,C2,Lèxic,test,Tria l’equivalent més adequat.,disminuir,minvar,minimitzar sempre,minoritzar sempre,B,Minvar és disminuir.,Material original
C2-REG-0284,C2,Registre i adequació,test,Tria l’opció més adequada per a un registre formal.,"La mesura presenta avantatges, si bé convé matisar-ne l’abast.",És bona i roïna alhora.,La cosa està bé però té pegues.,"Està guai, encara que no tant.",A,Registre acadèmic formal i matisat.,Material original
C2-ACC-0032,C2,Accentuació i dièresi,test,Tria la forma escrita correctament.,recòrrer,recorrer,recórrer,recórrèr,C,Recórrer porta accent en la primera o i doble r.,Material original
C2-PUN-0293,C2,Puntuació,test,Tria la puntuació correcta.,La proposta és viable ara bé exigeix més recursos.,"La proposta és viable, ara bé exigeix més recursos.","La proposta és viable: ara, bé exigeix més recursos.","La proposta és viable; ara bé, exigeix més recursos.",D,Ara bé és connector adversatiu i es puntua.,Material original
C2-COM-0309,C2,Comprensió escrita,test,"Text: L’autor no rebutja la innovació tecnològica; més aviat en qüestiona l’adopció acrítica. Sosté que qualsevol eina incorporada a l’aula hauria d’anar precedida d’una reflexió pedagògica, d’una formació suficient del professorat i d’un sistema d’avaluació que permeta comprovar-ne l’impacte real.

Quina posició manté l’autor?",Defensa una adopció crítica i planificada,Rebutja tota tecnologia,Vol substituir el professorat,No parla d’educació,A,"No rebutja la tecnologia, sinó l’adopció acrítica.",Material original
